CustomerID,CustomerName,HomeCity,TravelSegment,Gender
122,Passenger 0122,Kuala Lumpur,Family,Other
123,Passenger 0123,Kuala Lumpur,Business,Female
124,Passenger 0124,Istanbul,Student,Other
125,Passenger 0125,Toronto,Family,Male
126,Passenger 0126,Singapore,Family,Other
127,Passenger 0127,New York,Leisure,Other
128,Passenger 0128,Paris,Business,Other
129,Passenger 0129,Singapore,Leisure,Male
130,Passenger 0130,Kuala Lumpur,Family,Other
131,Passenger 0131,Singapore,Family,Female
132,Passenger 0132,Singapore,Student,Male
133,Passenger 0133,New York,Business,Male
134,Passenger 0134,Singapore,Business,Female
135,Passenger 0135,Paris,Leisure,Male
136,Passenger 0136,Doha,Student,Male
137,Passenger 0137,Kuala Lumpur,Business,Female
138,Passenger 0138,New York,Student,Female
139,Passenger 0139,Doha,Student,Male
140,Passenger 0140,Istanbul,Business,Other
141,Passenger 0141,Sydney,Business,Other
142,Passenger 0142,Dubai,Leisure,Female
143,Passenger 0143,Dubai,Student,Other
144,Passenger 0144,Istanbul,Family,Female
145,Passenger 0145,Sydney,Leisure,Male
146,Passenger 0146,Toronto,Leisure,Male
147,Passenger 0147,New York,Family,Other
148,Passenger 0148,Dubai,Leisure,Other
149,Passenger 0149,Toronto,Leisure,Other
150,Passenger 0150,New York,Leisure,Male
151,Passenger 0151,Toronto,Business,Male
152,Passenger 0152,Dubai,Leisure,Male
153,Passenger 0153,Sydney,Student,Male
154,Passenger 0154,Dubai,Family,Male
155,Passenger 0155,Istanbul,Student,Female
156,Passenger 0156,Kuala Lumpur,Family,Male
157,Passenger 0157,London,Student,Other
158,Passenger 0158,Singapore,Business,Female
159,Passenger 0159,Singapore,Leisure,Male
160,Passenger 0160,Paris,Family,Female
161,Passenger 0161,Sydney,Business,Other
162,Passenger 0162,Kuala Lumpur,Family,Male
163,Passenger 0163,Istanbul,Student,Male
164,Passenger 0164,Istanbul,Leisure,Male
165,Passenger 0165,Istanbul,Family,Other
166,Passenger 0166,Toronto,Family,Male
167,Passenger 0167,Doha,Business,Female
168,Passenger 0168,London,Business,Female
169,Passenger 0169,Doha,Student,Other
170,Passenger 0170,New York,Family,Male
171,Passenger 0171,London,Business,Other
172,Passenger 0172,New York,Student,Other
173,Passenger 0173,Paris,Business,Female
174,Passenger 0174,Paris,Student,Male
175,Passenger 0175,Kuala Lumpur,Student,Other
176,Passenger 0176,Istanbul,Business,Male
177,Passenger 0177,Paris,Student,Female
178,Passenger 0178,London,Family,Female
179,Passenger 0179,Sydney,Family,Male
180,Passenger 0180,Singapore,Business,Female
181,Passenger 0181,Sydney,Business,Male
182,Passenger 0182,London,Business,Male
183,Passenger 0183,Istanbul,Leisure,Male
184,Passenger 0184,Kuala Lumpur,Business,Male
185,Passenger 0185,Istanbul,Family,Female
186,Passenger 0186,Istanbul,Family,Other
187,Passenger 0187,London,Family,Male
188,Passenger 0188,Doha,Business,Male
189,Passenger 0189,Dubai,Business,Male
190,Passenger 0190,Doha,Family,Female
191,Passenger 0191,Kuala Lumpur,Leisure,Male
192,Passenger 0192,Kuala Lumpur,Student,Female
193,Passenger 0193,Kuala Lumpur,Family,Male
194,Passenger 0194,Doha,Business,Male
195,Passenger 0195,Sydney,Business,Female
196,Passenger 0196,New York,Business,Female
197,Passenger 0197,Doha,Business,Female
198,Passenger 0198,London,Business,Other
199,Passenger 0199,Doha,Family,Female
200,Passenger 0200,Sydney,Student,Other
201,Passenger 0201,Doha,Family,Female
202,Passenger 0202,Sydney,Family,Male
203,Passenger 0203,Istanbul,Family,Male
204,Passenger 0204,Kuala Lumpur,Business,Male
205,Passenger 0205,Istanbul,Leisure,Female
206,Passenger 0206,Dubai,Family,Male
207,Passenger 0207,Paris,Business,Other
208,Passenger 0208,Sydney,Business,Female
209,Passenger 0209,Dubai,Student,Other
210,Passenger 0210,Paris,Family,Other
211,Passenger 0211,Dubai,Family,Female
212,Passenger 0212,Paris,Family,Male
213,Passenger 0213,Paris,Business,Other
214,Passenger 0214,Istanbul,Family,Male
215,Passenger 0215,Paris,Family,Male
216,Passenger 0216,Dubai,Student,Other
217,Passenger 0217,New York,Family,Female
218,Passenger 0218,New York,Family,Male
219,Passenger 0219,Istanbul,Leisure,Female
220,Passenger 0220,Sydney,Business,Female
221,Passenger 0221,London,Leisure,Other
222,Passenger 0222,Istanbul,Business,Other
223,Passenger 0223,Paris,Business,Male
224,Passenger 0224,Dubai,Business,Male
225,Passenger 0225,Paris,Student,Female
226,Passenger 0226,Doha,Student,Male
227,Passenger 0227,Toronto,Student,Male
228,Passenger 0228,Singapore,Student,Male
229,Passenger 0229,Singapore,Student,Male
230,Passenger 0230,London,Student,Other
231,Passenger 0231,Istanbul,Business,Male
232,Passenger 0232,Toronto,Family,Male
233,Passenger 0233,New York,Leisure,Other
234,Passenger 0234,Paris,Business,Male
235,Passenger 0235,Istanbul,Family,Other
236,Passenger 0236,Paris,Student,Male
237,Passenger 0237,Kuala Lumpur,Business,Male
238,Passenger 0238,Istanbul,Business,Male
239,Passenger 0239,Doha,Business,Other
240,Passenger 0240,Kuala Lumpur,Leisure,Female
241,Passenger 0241,London,Business,Female
242,Passenger 0242,Singapore,Student,Male
243,Passenger 0243,New York,Student,Male
244,Passenger 0244,Kuala Lumpur,Family,Female
245,Passenger 0245,Kuala Lumpur,Student,Male
246,Passenger 0246,New York,Student,Female
247,Passenger 0247,Paris,Student,Other
248,Passenger 0248,Istanbul,Business,Other
249,Passenger 0249,Paris,Business,Female
250,Passenger 0250,New York,Student,Male
251,Passenger 0251,London,Business,Male
252,Passenger 0252,Istanbul,Business,Other
253,Passenger 0253,London,Business,Female
254,Passenger 0254,Doha,Family,Female
255,Passenger 0255,Kuala Lumpur,Leisure,Female
256,Passenger 0256,London,Student,Male
257,Passenger 0257,Kuala Lumpur,Leisure,Other
258,Passenger 0258,London,Business,Other
259,Passenger 0259,London,Leisure,Other
260,Passenger 0260,Singapore,Business,Other
261,Passenger 0261,Paris,Family,Male
262,Passenger 0262,London,Business,Male
263,Passenger 0263,Dubai,Leisure,Male
264,Passenger 0264,Sydney,Family,Other
265,Passenger 0265,Sydney,Student,Female
266,Passenger 0266,Singapore,Leisure,Female
267,Passenger 0267,Istanbul,Student,Other
268,Passenger 0268,Doha,Family,Female
269,Passenger 0269,Kuala Lumpur,Leisure,Other
270,Passenger 0270,Singapore,Student,Other
271,Passenger 0271,Dubai,Family,Male
272,Passenger 0272,New York,Student,Female
273,Passenger 0273,London,Leisure,Other
274,Passenger 0274,Sydney,Business,Other
275,Passenger 0275,Istanbul,Business,Male
276,Passenger 0276,Istanbul,Family,Male
277,Passenger 0277,Istanbul,Student,Female
278,Passenger 0278,Paris,Leisure,Other
279,Passenger 0279,New York,Leisure,Male
280,Passenger 0280,New York,Student,Female
281,Passenger 0281,Dubai,Student,Male
282,Passenger 0282,Istanbul,Student,Male
283,Passenger 0283,Kuala Lumpur,Leisure,Female
284,Passenger 0284,Istanbul,Student,Female
285,Passenger 0285,Istanbul,Leisure,Female
286,Passenger 0286,Sydney,Family,Male
287,Passenger 0287,London,Business,Other
288,Passenger 0288,Singapore,Business,Male
289,Passenger 0289,Singapore,Leisure,Other
290,Passenger 0290,Istanbul,Student,Male
291,Passenger 0291,Toronto,Student,Other
292,Passenger 0292,Dubai,Leisure,Female
293,Passenger 0293,Sydney,Family,Female
294,Passenger 0294,Doha,Leisure,Male
295,Passenger 0295,Singapore,Business,Other
296,Passenger 0296,Singapore,Business,Male
297,Passenger 0297,Toronto,Family,Female
298,Passenger 0298,Istanbul,Business,Other
299,Passenger 0299,Dubai,Family,Other
300,Passenger 0300,New York,Leisure,Other
301,Passenger 0301,Doha,Business,Male
302,Passenger 0302,Toronto,Leisure,Other
303,Passenger 0303,New York,Student,Other
304,Passenger 0304,Toronto,Leisure,Male
305,Passenger 0305,Singapore,Family,Male
306,Passenger 0306,London,Student,Other
307,Passenger 0307,Doha,Leisure,Male
308,Passenger 0308,Singapore,Student,Female
309,Passenger 0309,Doha,Family,Male
310,Passenger 0310,London,Leisure,Male
311,Passenger 0311,Kuala Lumpur,Business,Other
312,Passenger 0312,Kuala Lumpur,Leisure,Male
313,Passenger 0313,London,Family,Other
314,Passenger 0314,Dubai,Business,Other
315,Passenger 0315,Dubai,Family,Male
316,Passenger 0316,Kuala Lumpur,Student,Male
317,Passenger 0317,Paris,Student,Other
318,Passenger 0318,Paris,Leisure,Female
319,Passenger 0319,Sydney,Family,Male
320,Passenger 0320,Paris,Business,Other
321,Passenger 0321,Doha,Leisure,Male
322,Passenger 0322,London,Leisure,Male
323,Passenger 0323,Kuala Lumpur,Leisure,Other
324,Passenger 0324,Sydney,Leisure,Male
325,Passenger 0325,Sydney,Business,Female
326,Passenger 0326,Dubai,Business,Other
327,Passenger 0327,Dubai,Business,Female
328,Passenger 0328,New York,Student,Female
329,Passenger 0329,London,Leisure,Female
330,Passenger 0330,Singapore,Student,Male
331,Passenger 0331,Singapore,Student,Female
332,Passenger 0332,Doha,Student,Other
333,Passenger 0333,Doha,Student,Male
334,Passenger 0334,Toronto,Student,Other
335,Passenger 0335,Istanbul,Student,Female
336,Passenger 0336,Toronto,Student,Female
337,Passenger 0337,Sydney,Student,Male
338,Passenger 0338,Doha,Leisure,Female
339,Passenger 0339,Dubai,Business,Male
340,Passenger 0340,Sydney,Family,Male
341,Passenger 0341,Kuala Lumpur,Leisure,Other
342,Passenger 0342,Dubai,Student,Male
343,Passenger 0343,Kuala Lumpur,Business,Female
344,Passenger 0344,Singapore,Leisure,Female
345,Passenger 0345,Sydney,Student,Male
346,Passenger 0346,Dubai,Student,Male
347,Passenger 0347,Sydney,Student,Female
348,Passenger 0348,Sydney,Leisure,Female
349,Passenger 0349,London,Family,Other
350,Passenger 0350,London,Student,Other
351,Passenger 0351,Singapore,Family,Male
352,Passenger 0352,New York,Student,Male
353,Passenger 0353,Dubai,Student,Male
354,Passenger 0354,Istanbul,Family,Female
355,Passenger 0355,Sydney,Business,Male
356,Passenger 0356,Sydney,Family,Male
357,Passenger 0357,London,Family,Other
358,Passenger 0358,Toronto,Student,Other
359,Passenger 0359,New York,Student,Other
360,Passenger 0360,Paris,Student,Male
361,Passenger 0361,Toronto,Leisure,Female
362,Passenger 0362,Toronto,Family,Female
363,Passenger 0363,Dubai,Business,Male
364,Passenger 0364,Toronto,Leisure,Female
365,Passenger 0365,London,Student,Female
366,Passenger 0366,Singapore,Family,Female
367,Passenger 0367,Istanbul,Leisure,Other
368,Passenger 0368,Doha,Leisure,Other
369,Passenger 0369,New York,Business,Female
370,Passenger 0370,Paris,Business,Other
371,Passenger 0371,Doha,Business,Other
372,Passenger 0372,Kuala Lumpur,Business,Female
373,Passenger 0373,Istanbul,Family,Male
374,Passenger 0374,Doha,Family,Other
375,Passenger 0375,Toronto,Family,Other
376,Passenger 0376,New York,Business,Other
377,Passenger 0377,Paris,Business,Male
378,Passenger 0378,Paris,Leisure,Female
379,Passenger 0379,Doha,Student,Other
380,Passenger 0380,Dubai,Leisure,Female
381,Passenger 0381,New York,Leisure,Other
382,Passenger 0382,Sydney,Business,Male
383,Passenger 0383,Sydney,Student,Male
384,Passenger 0384,Dubai,Leisure,Other
385,Passenger 0385,New York,Business,Female
386,Passenger 0386,London,Student,Female
387,Passenger 0387,New York,Family,Female
388,Passenger 0388,Toronto,Business,Female
389,Passenger 0389,Toronto,Leisure,Other
390,Passenger 0390,London,Family,Male
391,Passenger 0391,Paris,Student,Other
392,Passenger 0392,London,Family,Other
393,Passenger 0393,Doha,Leisure,Female
394,Passenger 0394,Singapore,Leisure,Female
395,Passenger 0395,Paris,Student,Male
396,Passenger 0396,Toronto,Business,Other
397,Passenger 0397,New York,Business,Female
398,Passenger 0398,London,Student,Male
399,Passenger 0399,Dubai,Student,Female
400,Passenger 0400,Doha,Business,Other
401,Passenger 0401,Sydney,Student,Male
402,Passenger 0402,Paris,Leisure,Male
403,Passenger 0403,Doha,Student,Other
404,Passenger 0404,Sydney,Family,Male
405,Passenger 0405,Istanbul,Business,Other
406,Passenger 0406,Singapore,Family,Other
407,Passenger 0407,Istanbul,Leisure,Other
408,Passenger 0408,London,Family,Other
409,Passenger 0409,Sydney,Leisure,Male
410,Passenger 0410,New York,Leisure,Male
411,Passenger 0411,London,Family,Female
412,Passenger 0412,Dubai,Student,Female
413,Passenger 0413,Dubai,Business,Other
414,Passenger 0414,London,Student,Other
415,Passenger 0415,New York,Family,Female
416,Passenger 0416,Kuala Lumpur,Leisure,Other
417,Passenger 0417,Sydney,Family,Female
418,Passenger 0418,London,Student,Female
419,Passenger 0419,Dubai,Leisure,Female
420,Passenger 0420,Singapore,Business,Female
421,Passenger 0421,Sydney,Student,Male
422,Passenger 0422,Kuala Lumpur,Business,Other
423,Passenger 0423,Paris,Family,Female
424,Passenger 0424,Singapore,Student,Other
425,Passenger 0425,Istanbul,Leisure,Female
426,Passenger 0426,London,Business,Other
427,Passenger 0427,Toronto,Student,Other
428,Passenger 0428,Toronto,Business,Female
429,Passenger 0429,New York,Leisure,Female
430,Passenger 0430,Paris,Family,Male
431,Passenger 0431,New York,Family,Other
432,Passenger 0432,Paris,Family,Other
433,Passenger 0433,Toronto,Family,Other
434,Passenger 0434,London,Student,Other
435,Passenger 0435,Istanbul,Business,Other
436,Passenger 0436,London,Family,Other
437,Passenger 0437,Singapore,Family,Female
438,Passenger 0438,Sydney,Family,Male
439,Passenger 0439,New York,Student,Male
440,Passenger 0440,Doha,Business,Male
441,Passenger 0441,Sydney,Student,Female
442,Passenger 0442,Doha,Leisure,Other
443,Passenger 0443,London,Family,Female
444,Passenger 0444,Istanbul,Leisure,Male
445,Passenger 0445,Singapore,Leisure,Male
446,Passenger 0446,Kuala Lumpur,Business,Other
447,Passenger 0447,Doha,Family,Other
448,Passenger 0448,Sydney,Family,Female
449,Passenger 0449,Singapore,Business,Other
450,Passenger 0450,Dubai,Leisure,Other
451,Passenger 0451,Sydney,Leisure,Other
452,Passenger 0452,Sydney,Leisure,Other
453,Passenger 0453,Istanbul,Family,Female
454,Passenger 0454,New York,Business,Female
455,Passenger 0455,Singapore,Leisure,Female
456,Passenger 0456,Singapore,Business,Male
457,Passenger 0457,London,Business,Female
458,Passenger 0458,Kuala Lumpur,Family,Female
459,Passenger 0459,Toronto,Family,Female
460,Passenger 0460,London,Business,Female
461,Passenger 0461,Paris,Student,Female
462,Passenger 0462,London,Business,Female
463,Passenger 0463,Paris,Business,Male
464,Passenger 0464,Istanbul,Leisure,Female
465,Passenger 0465,New York,Business,Female
466,Passenger 0466,Sydney,Leisure,Other
467,Passenger 0467,London,Family,Female
468,Passenger 0468,Singapore,Student,Female
469,Passenger 0469,London,Student,Male
470,Passenger 0470,Sydney,Leisure,Male
471,Passenger 0471,Paris,Business,Female
472,Passenger 0472,Toronto,Business,Female
473,Passenger 0473,Istanbul,Leisure,Female
474,Passenger 0474,Istanbul,Business,Female
475,Passenger 0475,Kuala Lumpur,Family,Other
476,Passenger 0476,Paris,Family,Male
477,Passenger 0477,Toronto,Family,Male
478,Passenger 0478,New York,Student,Male
479,Passenger 0479,Kuala Lumpur,Student,Male
480,Passenger 0480,London,Student,Other
481,Passenger 0481,Dubai,Leisure,Male
482,Passenger 0482,Toronto,Student,Female
483,Passenger 0483,Dubai,Family,Male
484,Passenger 0484,Paris,Family,Other
485,Passenger 0485,Istanbul,Student,Other
486,Passenger 0486,Dubai,Business,Male
487,Passenger 0487,Doha,Student,Male
488,Passenger 0488,Singapore,Leisure,Male
489,Passenger 0489,Paris,Student,Female
490,Passenger 0490,Kuala Lumpur,Student,Other
491,Passenger 0491,Sydney,Family,Female
492,Passenger 0492,Toronto,Leisure,Other
493,Passenger 0493,Paris,Family,Female
494,Passenger 0494,Kuala Lumpur,Family,Male
495,Passenger 0495,Dubai,Leisure,Female
496,Passenger 0496,Istanbul,Leisure,Male
497,Passenger 0497,London,Student,Other
498,Passenger 0498,Doha,Family,Male
499,Passenger 0499,Sydney,Student,Female
500,Passenger 0500,Istanbul,Family,Female
501,Passenger 0501,London,Leisure,Male
502,Passenger 0502,Kuala Lumpur,Student,Female
503,Passenger 0503,Sydney,Leisure,Female
504,Passenger 0504,Toronto,Family,Male
505,Passenger 0505,Dubai,Leisure,Male
506,Passenger 0506,Istanbul,Student,Male
507,Passenger 0507,Singapore,Business,Male
508,Passenger 0508,Dubai,Family,Female
509,Passenger 0509,Dubai,Leisure,Male
510,Passenger 0510,Dubai,Leisure,Other
511,Passenger 0511,Sydney,Student,Male
512,Passenger 0512,Paris,Leisure,Female
513,Passenger 0513,Toronto,Family,Other
514,Passenger 0514,Toronto,Student,Female
515,Passenger 0515,Sydney,Student,Other
516,Passenger 0516,London,Business,Male
517,Passenger 0517,Toronto,Business,Male
518,Passenger 0518,New York,Leisure,Male
519,Passenger 0519,Istanbul,Family,Male
520,Passenger 0520,Singapore,Family,Male
521,Passenger 0521,Doha,Student,Male
522,Passenger 0522,London,Student,Other
523,Passenger 0523,London,Leisure,Male
524,Passenger 0524,Toronto,Business,Other
525,Passenger 0525,Doha,Business,Other
526,Passenger 0526,Doha,Leisure,Other
527,Passenger 0527,Sydney,Leisure,Male
528,Passenger 0528,London,Business,Other
529,Passenger 0529,Sydney,Leisure,Female
530,Passenger 0530,Sydney,Business,Other
531,Passenger 0531,Singapore,Student,Female
532,Passenger 0532,London,Family,Other
533,Passenger 0533,London,Student,Female
534,Passenger 0534,Dubai,Leisure,Male
535,Passenger 0535,Singapore,Leisure,Female
536,Passenger 0536,London,Leisure,Male
537,Passenger 0537,Istanbul,Business,Other
538,Passenger 0538,London,Student,Male
539,Passenger 0539,Singapore,Student,Male
540,Passenger 0540,New York,Business,Female
541,Passenger 0541,Paris,Leisure,Female
542,Passenger 0542,New York,Leisure,Male
543,Passenger 0543,London,Business,Other
544,Passenger 0544,London,Student,Other
545,Passenger 0545,Toronto,Student,Other
546,Passenger 0546,New York,Student,Female
547,Passenger 0547,Istanbul,Student,Female
548,Passenger 0548,Singapore,Family,Female
549,Passenger 0549,Singapore,Family,Female
550,Passenger 0550,Kuala Lumpur,Student,Male
551,Passenger 0551,Toronto,Family,Male
552,Passenger 0552,Doha,Leisure,Male
553,Passenger 0553,Toronto,Family,Female
554,Passenger 0554,Doha,Family,Male
555,Passenger 0555,Sydney,Student,Male
556,Passenger 0556,Singapore,Family,Other
557,Passenger 0557,Paris,Student,Female
558,Passenger 0558,Toronto,Student,Female
559,Passenger 0559,Paris,Leisure,Female
560,Passenger 0560,Toronto,Family,Other
561,Passenger 0561,Singapore,Student,Other
562,Passenger 0562,New York,Family,Male
563,Passenger 0563,Istanbul,Leisure,Other
564,Passenger 0564,London,Family,Female
565,Passenger 0565,Toronto,Business,Other
566,Passenger 0566,Dubai,Business,Female
567,Passenger 0567,Dubai,Student,Male
568,Passenger 0568,Dubai,Student,Other
569,Passenger 0569,Kuala Lumpur,Family,Male
570,Passenger 0570,Singapore,Leisure,Other
571,Passenger 0571,Sydney,Student,Male
572,Passenger 0572,Istanbul,Student,Male
573,Passenger 0573,Dubai,Family,Female
574,Passenger 0574,New York,Student,Other
575,Passenger 0575,New York,Leisure,Female
576,Passenger 0576,Doha,Family,Male
577,Passenger 0577,Sydney,Business,Male
578,Passenger 0578,Singapore,Family,Other
579,Passenger 0579,Toronto,Business,Other
580,Passenger 0580,London,Leisure,Male
581,Passenger 0581,New York,Family,Female
582,Passenger 0582,Toronto,Student,Male
583,Passenger 0583,London,Family,Male
584,Passenger 0584,New York,Student,Other
585,Passenger 0585,Istanbul,Student,Female
586,Passenger 0586,Sydney,Leisure,Male
587,Passenger 0587,Kuala Lumpur,Business,Female
588,Passenger 0588,New York,Business,Female
589,Passenger 0589,Toronto,Leisure,Male
590,Passenger 0590,Toronto,Business,Female
591,Passenger 0591,Toronto,Student,Male
592,Passenger 0592,Sydney,Family,Male
593,Passenger 0593,Dubai,Family,Other
594,Passenger 0594,Sydney,Leisure,Other
595,Passenger 0595,Doha,Family,Male
596,Passenger 0596,Toronto,Family,Other
597,Passenger 0597,Singapore,Family,Female
598,Passenger 0598,Paris,Leisure,Other
599,Passenger 0599,Kuala Lumpur,Leisure,Other
600,Passenger 0600,Kuala Lumpur,Family,Female
601,Passenger 0601,Kuala Lumpur,Business,Female
602,Passenger 0602,Paris,Leisure,Female
603,Passenger 0603,Paris,Business,Other
604,Passenger 0604,London,Family,Male
605,Passenger 0605,Toronto,Student,Male
606,Passenger 0606,Singapore,Business,Male
607,Passenger 0607,Doha,Business,Male
608,Passenger 0608,Singapore,Student,Male
609,Passenger 0609,Sydney,Student,Male
610,Passenger 0610,Toronto,Family,Other
611,Passenger 0611,Toronto,Leisure,Male
612,Passenger 0612,Istanbul,Family,Other
613,Passenger 0613,Paris,Leisure,Male
614,Passenger 0614,Doha,Family,Other
615,Passenger 0615,Kuala Lumpur,Business,Male
616,Passenger 0616,Kuala Lumpur,Business,Female
617,Passenger 0617,Dubai,Business,Male
618,Passenger 0618,Dubai,Leisure,Female
619,Passenger 0619,New York,Family,Female
620,Passenger 0620,London,Business,Female
621,Passenger 0621,Istanbul,Leisure,Female
622,Passenger 0622,Istanbul,Business,Female
623,Passenger 0623,London,Family,Other
624,Passenger 0624,Istanbul,Student,Female
625,Passenger 0625,Kuala Lumpur,Family,Female
626,Passenger 0626,Dubai,Student,Male
627,Passenger 0627,Doha,Student,Female
628,Passenger 0628,Doha,Family,Male
629,Passenger 0629,Singapore,Business,Male
630,Passenger 0630,Doha,Family,Other
631,Passenger 0631,Paris,Student,Male
632,Passenger 0632,Doha,Student,Female
633,Passenger 0633,Istanbul,Leisure,Other
634,Passenger 0634,Doha,Family,Other
635,Passenger 0635,London,Leisure,Male
636,Passenger 0636,Kuala Lumpur,Business,Male
637,Passenger 0637,Dubai,Family,Female
638,Passenger 0638,Dubai,Business,Female
639,Passenger 0639,Paris,Business,Other
640,Passenger 0640,Sydney,Student,Male
641,Passenger 0641,Kuala Lumpur,Business,Male
642,Passenger 0642,Sydney,Family,Male
643,Passenger 0643,Toronto,Leisure,Other
644,Passenger 0644,Istanbul,Business,Male
645,Passenger 0645,Paris,Family,Female
646,Passenger 0646,Doha,Student,Male
647,Passenger 0647,Istanbul,Leisure,Male
648,Passenger 0648,Singapore,Student,Other
649,Passenger 0649,Sydney,Student,Male
650,Passenger 0650,Toronto,Business,Male
